"filename", "language", "YAML", "Groovy", "Markdown", "Dart", "Properties", "JSON", "XML", "C++", "Swift", "HTML", "comment", "blank", "total"
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/freecourse/freecourse_mock.dart", "Dart", 0, 0, 0, 339, 0, 0, 0, 0, 0, 0, 2, 9, 350
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/freecourse/freecourse_widgets.dart", "Dart", 0, 0, 0, 649, 0, 0, 0, 0, 0, 0, 23, 39, 711
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/freecourse/freecourses_screen.dart", "Dart", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 1, 8, 47
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/freecourse/get_course.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/freecourse/model_freecourse.dart", "Dart", 0, 0, 0, 243, 0, 0, 0, 0, 0, 0, 3, 28, 274
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/internship/half_widgets.dart", "Dart", 0, 0, 0, 698, 0, 0, 0, 0, 0, 0, 54, 36, 788
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/internship/internship_create.dart", "Dart", 0, 0, 0, 902, 0, 0, 0, 0, 0, 0, 14, 46, 962
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/internship/internship_page.dart", "Dart", 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 2, 7, 84
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/internship/interships_screen.dart", "Dart", 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 1, 7, 65
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/login-signup/login.dart", "Dart", 0, 0, 0, 218, 0, 0, 0, 0, 0, 0, 18, 15, 251
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/login-signup/reset_password.dart", "Dart", 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 18, 19, 167
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/login-signup/signup.dart", "Dart", 0, 0, 0, 472, 0, 0, 0, 0, 0, 0, 31, 29, 532
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/login-signup/verification_screen.dart", "Dart", 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 2, 17, 110
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/menu-pages/menu.dart", "Dart", 0, 0, 0, 158, 0, 0, 0, 0, 0, 0, 5, 13, 176
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/menu-pages/menu_pages.dart", "Dart", 0, 0, 0, 151, 0, 0, 0, 0, 0, 0, 6, 11, 168
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/noticeboard/notiboard_home.dart", "Dart", 0, 0, 0, 435, 0, 0, 0, 0, 0, 0, 17, 27, 479
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/noticeboard/notice_card.dart", "Dart", 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 4, 6, 115
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/noticeboard/notice_create.dart", "Dart", 0, 0, 0, 291, 0, 0, 0, 0, 0, 0, 11, 22, 324
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/noticeboard/notice_model.dart", "Dart", 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 1, 6, 87
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/noticeboard/notice_saved.dart", "Dart", 0, 0, 0, 124, 0, 0, 0, 0, 0, 0, 6, 20, 150
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/noticeboard/notice_screen.dart", "Dart", 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 5, 5, 90
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/noticeboard/notice_tab.dart", "Dart", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 1, 6, 55
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/post/edit_post.dart", "Dart", 0, 0, 0, 482, 0, 0, 0, 0, 0, 0, 18, 31, 531
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/post/feed_screen.dart", "Dart", 0, 0, 0, 295, 0, 0, 0, 0, 0, 0, 10, 19, 324
